a.ntile,a.RECID,b.RECID,b.ntile,dist,a.ftype,a.c00100,a.e00200,a.e00300,a.e00400,b.ftype,b.c00100,b.e00200,b.e00300,b.e00400
1,224143,316954,1,0.066951892358867,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.810721380203405,-1.0186594623109226,-0.06949847145926388,-0.0518600888066942
1,224143,317002,1,0.06166845420058814,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8132514966624236,-1.0186594623109226,-0.07488674062975131,-0.0518600888066942
1,224143,317354,1,0.067646794247864,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8103599349949737,-1.0186594623109226,-0.06882493781295294,-0.0518600888066942
1,224143,317420,1,0.06007310612737377,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8128900514539923,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,318192,1,0.05942070767808754,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8146972774961485,-1.0186594623109226,-0.07690734156868409,-0.0518600888066942
1,224143,318701,1,0.07924315677038678,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7940949006155686,-1.0019974778841678,-0.07758087521499503,-0.0518600888066942
1,224143,319076,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,319425,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,319539,1,0.061452109264195975,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8136129418708546,-1.0186594623109226,-0.07488674062975131,-0.0518600888066942
1,224143,319553,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,319640,1,0.2506217546843945,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8078298185359551,-0.7951590505175553,-0.07353967333712945,-0.0518600888066942
1,224143,320399,1,0.08175276885407108,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7998740480531754,-1.0186594623109226,-0.05804839947197809,-0.0518600888066942
1,224143,320928,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,321379,1,0.06081611807293477,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8139020980375997,-1.0186594623109226,-0.07556027427606224,-0.0518600888066942
1,224143,321533,1,0.06787831885231185,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.801323804784193,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,321726,1,0.07887196572670073,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7998780239504681,-1.0186594623109226,-0.06208960134984366,-0.0518600888066942
1,224143,321729,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,321848,1,0.058882247590648064,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8149864336628934,-1.0186594623109226,-0.07744616848573284,-0.0518600888066942
1,224143,323279,1,0.058791223456475514,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8149864336628934,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,323427,1,0.7667705039698566,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8052997020769366,-1.0186594623109226,0.3514600574850667,0.5695173576467615
1,224143,323497,1,0.07320790081760938,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7941671896572549,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,323567,1,0.07427360286340481,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7980707979083121,-1.0186594623109226,-0.07084553875188573,-0.0518600888066942
1,224143,323610,1,0.0641880843174449,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.81216716103713,-1.0186594623109226,-0.0721926060445076,-0.0518600888066942
1,224143,324023,1,0.06315312058696634,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8081189747027002,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,324212,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,324678,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,325204,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,325262,1,0.06077290576601174,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.813974387079286,-1.0186594623109226,-0.07556027427606224,-0.0518600888066942
1,224143,326044,1,0.060983457720596046,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8114442706202674,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,326132,1,0.060969468377740546,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.81216716103713,-1.0186594623109226,-0.07690734156868409,-0.0518600888066942
1,224143,326230,1,0.06556672836540443,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8114442706202674,-1.0186594623109226,-0.07084553875188573,-0.0518600888066942
1,224143,326448,1,0.062317410427806266,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8114442706202674,-1.0186594623109226,-0.07556027427606224,-0.0518600888066942
1,224143,327512,1,0.058965260567734684,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8146972774961485,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,327901,1,0.06806229286651092,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.802769585617918,-1.0186594623109226,-0.07556027427606224,-0.0518600888066942
1,224143,328091,1,0.06426505256328803,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8056611472853679,-1.0186594623109226,-0.07690734156868409,-0.023181129739611627
1,224143,328727,1,0.06213576867612445,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8096587312906172,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,328774,1,1.1357309110331266,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7969864622830185,0.09596984072026636,-0.07758087521499503,-0.0518600888066942
1,224143,328908,1,0.07376725820676948,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7987936883251745,-1.0186594623109226,-0.07084553875188573,-0.0518600888066942
1,224143,329104,1,0.37866078683835525,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8126406542601747,-1.0186594623109226,0.2585124142941585,-0.015533407321722943
1,224143,329477,1,0.05942070767808754,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8146972774961485,-1.0186594623109226,-0.07690734156868409,-0.0518600888066942
1,224143,329521,1,0.060753923154816716,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8118057158286986,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,329601,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,330139,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,330212,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,330982,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,332189,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,332455,1,0.25563485924324864,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8099984897865424,-1.0186594623109226,0.13390868972663664,-0.0518600888066942
1,224143,332675,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,332723,1,0.09807242928215146,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7937334554071374,-1.0186594623109226,-0.041210058314204864,-0.0518600888066942
1,224143,332851,1,0.05942070767808754,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8146972774961485,-1.0186594623109226,-0.07690734156868409,-0.0518600888066942
1,224143,333215,1,0.06407821201439098,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8067454829106615,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,333576,1,0.066951892358867,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.810721380203405,-1.0186594623109226,-0.06949847145926388,-0.0518600888066942
1,224143,333726,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,333942,1,0.06077290576601174,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.813974387079286,-1.0186594623109226,-0.07556027427606224,-0.0518600888066942
1,224143,334133,1,0.07184585061344363,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8081912637443864,-1.0186594623109226,-0.06478373593508738,-0.0518600888066942
1,224143,334922,1,0.07885788296028337,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.794456345824,-1.0022847534777326,-0.07758087521499503,-0.0518600888066942
1,224143,335383,1,0.07539241366537168,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8072323496064184,-1.0186594623109226,-0.060742534057221804,-0.0518600888066942
1,224143,335673,1,0.07025137097375724,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.802769585617918,-1.0088920921297215,-0.07758087521499503,-0.0518600888066942
1,224143,335677,1,0.08116563529000527,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7937334554071374,-1.0186594623109226,-0.06478373593508738,-0.0518600888066942
1,224143,336058,1,0.0767056528557894,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.793372010198706,-1.0094666433168509,-0.07758087521499503,-0.0518600888066942
1,224143,336082,1,0.4883789836239383,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7977093526998809,-0.5561457566716922,-0.05737486582566716,-0.0518600888066942
1,224143,336206,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,336228,1,0.05940428055600549,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.813974387079286,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,336253,1,0.07965513519890927,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.804215366451643,-1.0186594623109226,-0.05737486582566716,-0.0518600888066942
1,224143,337667,1,0.07822602921307176,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8049382568685053,-1.0186594623109226,-0.058721933118289014,-0.0518600888066942
1,224143,338484,1,0.7378716669779511,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8071069281190928,-0.30334323433472143,-0.06208960134984366,-0.0518600888066942
1,224143,338590,1,0.060983457720596046,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8114442706202674,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,338655,1,0.060321041820454516,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8132514966624236,-1.017223084343099,-0.07758087521499503,-0.0518600888066942
1,224143,338765,1,0.06483720254971587,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8055888582436816,-1.0186594623109226,-0.07758087521499503,-0.051732626766396055
1,224143,338990,1,0.06689458182914833,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8038539212432116,-1.0186594623109226,-0.07623380792237316,-0.0518600888066942
1,224143,339121,1,0.0721336755179842,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.79557610307972,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,339223,1,0.08685159742046569,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8006009143673307,-1.0186594623109226,-0.05063952936255787,-0.0518600888066942
1,224143,339331,1,0.0701178509413777,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7982630867591975,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,339849,1,0.061452109264195975,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8136129418708546,-1.0186594623109226,-0.07488674062975131,-0.0518600888066942
1,224143,340309,1,0.4933084253724421,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-0.54752748886475,-0.07758087521499503,-0.0518600888066942
1,224143,340545,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,341098,1,0.06077290576601174,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.813974387079286,-1.0186594623109226,-0.07556027427606224,-0.0518600888066942
1,224143,341370,1,0.06407821201439098,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8067454829106615,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,341526,1,0.06769172644897505,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8033019944099373,-1.0186594623109226,-0.07556027427606224,-0.0518600888066942
1,224143,341646,1,0.07839553293967914,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.811445716401101,-1.0186594623109226,-0.054007197594112516,-0.0518600888066942
1,224143,341810,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,341883,1,0.0641880843174449,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.81216716103713,-1.0186594623109226,-0.0721926060445076,-0.0518600888066942
1,224143,342388,1,0.5769345326536433,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8041430774099567,-0.46421756673097553,-0.07758087521499503,-0.0518600888066942
1,224143,342981,1,0.06060860833250055,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.812035594981261,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,343520,1,0.06077290576601174,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.813974387079286,-1.0186594623109226,-0.07556027427606224,-0.0518600888066942
1,224143,344158,1,0.06232492466535194,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.810721380203405,-1.0186594623109226,-0.07623380792237316,-0.0518600888066942
1,224143,344371,1,0.06892833032572158,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7998780239504681,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,344384,1,0.11393767746686977,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7966250170745872,-0.9468405639197378,-0.07758087521499503,-0.0518600888066942
1,224143,344491,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,344877,1,0.08607049427536212,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8016852499926244,-0.9853354934574129,-0.0721926060445076,-0.0518600888066942
1,224143,345896,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,345996,1,1.1997323186098845,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.794456345824,-1.0186594623109226,1.0808969964398027,-0.0518600888066942
1,224143,346019,1,0.07271042976016925,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.794817791032431,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,346311,1,0.07129314546160302,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7987936883251745,-1.0186594623109226,-0.07488674062975131,-0.0518600888066942
1,224143,346380,1,0.09266037607129547,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7977093526998809,-1.0186594623109226,-0.04525126019207044,-0.0518600888066942
1,224143,346381,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,347189,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,347347,1,0.06098951795545296,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8136129418708546,-1.0186594623109226,-0.07556027427606224,-0.0518600888066942
1,224143,347842,1,0.5003864176506074,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7967620048085826,-0.7454603728308554,-0.06815140416664202,0.36430347276674846
1,224143,347997,1,0.0650691070293205,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8052997020769366,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,348051,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,348935,1,0.07608963545679048,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.806022592493799,-1.0186594623109226,-0.060742534057221804,-0.0518600888066942
1,224143,349592,1,0.10664030243867917,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8057731952999814,-1.0186594623109226,-0.023698183510120714,-0.0518600888066942
1,224143,349915,1,0.072160541585750207,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7955406814492936,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,349987,1,0.08215437143461382,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8016675391774113,-1.0186594623109226,-0.0560277985330453,-0.0518600888066942
1,224143,350032,1,0.097773707714093,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.7951792362408623,-1.0186594623109226,-0.04053652466789393,-0.0518600888066942
1,224143,350060,1,0.060983457720596046,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8114442706202674,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,350185,1,0.06523220181445807,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8063840377022302,-1.0157867063752752,-0.07758087521499503,-0.0518600888066942
1,224143,350691,1,0.06625852088053746,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.811082825411836,-1.0186594623109226,-0.07017200510557481,-0.0518600888066942
1,224143,350932,1,0.06281638950015678,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8128900514539923,-1.0186594623109226,-0.07353967333712945,-0.0518600888066942
1,224143,351680,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,352669,1,0.05942070767808754,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8146972774961485,-1.0186594623109226,-0.07690734156868409,-0.0518600888066942
1,224143,353315,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,353351,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,353504,1,0.06574426353172895,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8103599349949737,-1.0186594623109226,-0.07151907239819666,-0.0518600888066942
1,224143,353724,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,353906,1,0.06121426580214348,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.811082825411836,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
1,224143,354338,1,0.0648765653239416,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8118057158286986,-1.0186594623109226,-0.07151907239819666,-0.0518600888066942
1,224143,354368,1,0.05874785599882837,puf,-1.850279450672718,-1.0376950580321112,-0.11727072579930423,-0.03533214997609154,syn,-1.8150587227045796,-1.0186594623109226,-0.07758087521499503,-0.0518600888066942
